crypto,date,split,model_type,feature_set,feature_names,y_true,y_pred
LINKUSDT,2024-02-19,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.03849891,-0.011719393
LINKUSDT,2024-02-20,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.013471382,-0.014733335
LINKUSDT,2024-02-21,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.043979317,-0.018432299
LINKUSDT,2024-02-22,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.06168555,-0.022179177
LINKUSDT,2024-02-23,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.11152492,-0.025181124
LINKUSDT,2024-02-24,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.14374453,-0.025847303
LINKUSDT,2024-02-25,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.09106699,-0.022875233
LINKUSDT,2024-02-26,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.06752102,-0.018210443
LINKUSDT,2024-02-27,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.0026318575,-0.013264159
LINKUSDT,2024-02-28,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.033155005,-0.008209126
LINKUSDT,2024-02-29,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.041514914,-0.0041906517
LINKUSDT,2024-03-01,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.017711155,-0.0016619135
LINKUSDT,2024-03-02,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.068966165,-0.00017972104
LINKUSDT,2024-03-03,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.055623885,-0.0007095877
LINKUSDT,2024-03-04,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.04130777,-0.0037898868
LINKUSDT,2024-03-05,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.08731,-0.009121589
LINKUSDT,2024-03-06,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.03262117,-0.014664268
LINKUSDT,2024-03-07,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.03851981,-0.018422501
LINKUSDT,2024-03-08,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.0035088647,-0.02062366
LINKUSDT,2024-03-09,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.09759097,-0.021544466
LINKUSDT,2024-03-10,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.14968649,-0.020788642
LINKUSDT,2024-03-11,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.15067098,-0.01900872
LINKUSDT,2024-03-12,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.20865045,-0.018229732
LINKUSDT,2024-03-13,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.11959181,-0.019029105
LINKUSDT,2024-03-14,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.123293884,-0.020591402
LINKUSDT,2024-03-15,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.066503435,-0.02355347
LINKUSDT,2024-03-16,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.0028746773,-0.028025942
LINKUSDT,2024-03-17,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.0079604555,-0.033390127
LINKUSDT,2024-03-18,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.057027873,-0.036085173
LINKUSDT,2024-03-19,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.17440575,-0.03681822
LINKUSDT,2024-03-20,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.04653236,-0.035201967
LINKUSDT,2024-03-21,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.03670039,-0.030589195
LINKUSDT,2024-03-22,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.03214505,-0.024799118
LINKUSDT,2024-03-23,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.047040783,-0.018294444
LINKUSDT,2024-03-24,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.03465549,-0.012124563
LINKUSDT,2024-03-25,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.053918127,-0.008509334
LINKUSDT,2024-03-26,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.10838068,-0.0061356444
LINKUSDT,2024-03-27,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.08670508,-0.004973948
LINKUSDT,2024-03-28,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.07350556,-0.0065801106
LINKUSDT,2024-03-29,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.09055008,-0.009781199
LINKUSDT,2024-03-30,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.075339794,-0.012728758
LINKUSDT,2024-03-31,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.06787202,-0.014866928
LINKUSDT,2024-04-01,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.0140982615,-0.016934017
LINKUSDT,2024-04-02,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.03341762,-0.019543258
