crypto,date,close,log_return,open,high,low,volume,target_7d,vol_30,sma,ema,momentum,cci,regime_label
ADAUSDT,2020-02-16,0.06146,-0.044550796985373786,0.06423,0.06713,0.05669,475885586.6,-0.00016272069029499292,0.04537247416635441,0.06222071428571428,0.06193941617315569,0.005760000000000001,-4.382486160040417,0
ADAUSDT,2020-02-17,0.06019,-0.020880331142659525,0.06145,0.0627,0.05572,444539698.1,-0.018952349243902766,0.045695867415064574,0.06245142857142857,0.0617061606834016,0.0032300000000000037,-54.10282601293836,0
ADAUSDT,2020-02-18,0.06274,0.04149297720285272,0.0602,0.06373,0.05771,397628983.7,-0.11311194118533896,0.04368662103126303,0.06293214285714285,0.061844005925614724,0.006730000000000007,-25.884168847728432,0
ADAUSDT,2020-02-19,0.05737,-0.08947768414875235,0.06279,0.063,0.05652,243037174.1,-0.15464467202060428,0.04718384244539624,0.06279214285714285,0.06124747180219943,-0.0019600000000000034,-80.70994265443093,0
ADAUSDT,2020-02-20,0.05815,0.013504360350893752,0.05731,0.05894,0.05515,307618869.9,-0.15380680086926146,0.046560076023399975,0.0626542857142857,0.06083447556190617,-0.0019300000000000012,-108.19597971617225,0
ADAUSDT,2020-02-21,0.05853,0.006513564338455957,0.05817,0.06,0.05738,207696100.5,-0.18078506481433765,0.046489410243477046,0.06255857142857142,0.06052721215365202,-0.001340000000000001,-76.74659845820447,0
ADAUSDT,2020-02-22,0.05825,-0.004795350857319303,0.05856,0.05909,0.05696,137773571.5,-0.212471091423438,0.04487251899832324,0.06243214285714286,0.06022358386649842,-0.0017699999999999938,-84.4418840124298,0
ADAUSDT,2020-02-23,0.06145,0.05347974356623375,0.05819,0.062,0.0581,182144312.0,-0.29809684528843494,0.04524548504473675,0.062401428571428566,0.06038710601763197,-0.0004299999999999998,-33.13309166235112,0
ADAUSDT,2020-02-24,0.05906,-0.0396699596962673,0.06143,0.0618,0.05729,239584286.3,-0.18205068254566736,0.0451900468699787,0.062313571428571427,0.060210158548614376,-0.001230000000000002,-54.27057079824312,0
ADAUSDT,2020-02-25,0.05603,-0.05266661473858347,0.05906,0.05916,0.05585,252035011.9,-0.14102992422181648,0.046323932684746195,0.06179071428571429,0.0596528040754658,-0.00732,-89.34924189770116,0
ADAUSDT,2020-02-26,0.04915,-0.13101041498401766,0.05603,0.05667,0.04654,628740635.6,-0.003464795069153759,0.05129875650546746,0.060432142857142865,0.05825243019873703,-0.019019999999999995,-184.8762482179805,0
ADAUSDT,2020-02-27,0.04986,0.014342231502236569,0.04915,0.05217,0.0462,396151349.9,0.0218219331684959,0.04799899977716759,0.059088571428571435,0.05713343950557209,-0.018809999999999993,-190.24254638960318,0
ADAUSDT,2020-02-28,0.04885,-0.02046469960662023,0.04985,0.05134,0.0465,341622382.6,0.05747679826909158,0.04808130945284617,0.057525,0.05602898090482915,-0.02189,-164.4638471339198,0
ADAUSDT,2020-02-29,0.0471,-0.03648137746641966,0.04888,0.05,0.04707,219715834.0,0.035252372805373966,0.04730085619051604,0.05629928571428572,0.054838450117518596,-0.017159999999999995,-136.8021589739309,0
ADAUSDT,2020-03-01,0.04561,-0.032146010298763183,0.04706,0.04831,0.04506,289344971.6,-0.06102209172017581,0.047108476788220624,0.05516714285714286,0.053607990101849454,-0.015850000000000003,-126.72170761176002,0
ADAUSDT,2020-03-02,0.04923,0.07637620304650028,0.04559,0.0498,0.04544,245027392.9,-0.16936502753908256,0.04876077753774372,0.05438428571428571,0.05302425808826953,-0.010959999999999998,-83.69708549745695,0
ADAUSDT,2020-03-03,0.04866,-0.011645856414732592,0.04922,0.04941,0.04743,210562458.0,-0.16012823034774293,0.04877656141423783,0.05337857142857143,0.052442357009833594,-0.014080000000000002,-67.87485692483772,0
ADAUSDT,2020-03-04,0.04898,0.006554714168645059,0.04868,0.05034,0.04789,212432446.7,-0.21031278472904757,0.04856109783070784,0.052779285714285716,0.05198070940852245,-0.008389999999999995,-52.54133036590465,0
ADAUSDT,2020-03-05,0.05096,0.03962895973988623,0.04898,0.05229,0.04898,239400269.0,-0.7830169273676582,0.04917828077186738,0.05226571428571429,0.05184461482071946,-0.007190000000000002,-24.42246210554032,0
ADAUSDT,2020-03-06,0.05174,0.01519016549397545,0.05096,0.05174,0.04982,166677789.3,-0.5987862510949746,0.047967071124394516,0.05178071428571429,0.05183066617795687,-0.006789999999999997,-12.889518413597523,0
ADAUSDT,2020-03-07,0.04879,-0.058705802930137274,0.05171,0.05186,0.04815,159048525.4,-0.6363759884092497,0.048846438976672436,0.051105000000000005,0.051425244020895954,-0.009460000000000003,-33.34704623992103,0
ADAUSDT,2020-03-08,0.04291,-0.12842047482431296,0.04876,0.04876,0.04232,338062171.8,-0.46586399217992547,0.0536332339651732,0.04978071428571429,0.05028987815144316,-0.01854,-138.31316578756852,0
ADAUSDT,2020-03-09,0.04156,-0.03196673277240647,0.04291,0.044,0.03895,453024388.7,-0.5395466314025921,0.053700902757073045,0.04853071428571428,0.049125894397917404,-0.0175,-215.9891924347043,0
ADAUSDT,2020-03-10,0.04146,-0.002409059223392962,0.04151,0.04299,0.04032,362267320.9,-0.4762944798978883,0.05313003995351363,0.04749,0.04810377514486175,-0.014570000000000007,-170.01813892726565,0
