,crypto,date,close,log_return,open,high,low,volume,target_7d,vol_30,sma,ema,momentum,cci
18,ADAUSDT,2020-02-18,0.06274,0.04149297720285272,0.0602,0.06373,0.05771,397628983.7,-0.11311194118533896,0.04368662103126303,0.06293214285714285,0.061844005925614724,0.006730000000000007,-25.884168847728432
19,ADAUSDT,2020-02-19,0.05737,-0.08947768414875235,0.06279,0.063,0.05652,243037174.1,-0.15464467202060428,0.04718384244539624,0.06279214285714285,0.06124747180219943,-0.0019600000000000034,-80.70994265443093
20,ADAUSDT,2020-02-20,0.05815,0.013504360350893752,0.05731,0.05894,0.05515,307618869.9,-0.15380680086926146,0.046560076023399975,0.0626542857142857,0.06083447556190617,-0.0019300000000000012,-108.19597971617225
21,ADAUSDT,2020-02-21,0.05853,0.006513564338455957,0.05817,0.06,0.05738,207696100.5,-0.18078506481433765,0.046489410243477046,0.06255857142857142,0.06052721215365202,-0.001340000000000001,-76.74659845820447
22,ADAUSDT,2020-02-22,0.05825,-0.004795350857319303,0.05856,0.05909,0.05696,137773571.5,-0.212471091423438,0.04487251899832324,0.06243214285714286,0.06022358386649842,-0.0017699999999999938,-84.4418840124298
23,ADAUSDT,2020-02-23,0.06145,0.05347974356623375,0.05819,0.062,0.0581,182144312.0,-0.29809684528843494,0.04524548504473675,0.062401428571428566,0.06038710601763197,-0.0004299999999999998,-33.13309166235112
24,ADAUSDT,2020-02-24,0.05906,-0.0396699596962673,0.06143,0.0618,0.05729,239584286.3,-0.18205068254566736,0.0451900468699787,0.062313571428571427,0.060210158548614376,-0.001230000000000002,-54.27057079824312
25,ADAUSDT,2020-02-25,0.05603,-0.05266661473858347,0.05906,0.05916,0.05585,252035011.9,-0.14102992422181648,0.046323932684746195,0.06179071428571429,0.0596528040754658,-0.00732,-89.34924189770116
26,ADAUSDT,2020-02-26,0.04915,-0.13101041498401766,0.05603,0.05667,0.04654,628740635.6,-0.003464795069153759,0.05129875650546746,0.060432142857142865,0.05825243019873703,-0.019019999999999995,-184.8762482179805
27,ADAUSDT,2020-02-27,0.04986,0.014342231502236569,0.04915,0.05217,0.0462,396151349.9,0.0218219331684959,0.04799899977716759,0.059088571428571435,0.05713343950557209,-0.018809999999999993,-190.24254638960318
28,ADAUSDT,2020-02-28,0.04885,-0.02046469960662023,0.04985,0.05134,0.0465,341622382.6,0.05747679826909158,0.04808130945284617,0.057525,0.05602898090482915,-0.02189,-164.4638471339198
29,ADAUSDT,2020-02-29,0.0471,-0.03648137746641966,0.04888,0.05,0.04707,219715834.0,0.035252372805373966,0.04730085619051604,0.05629928571428572,0.054838450117518596,-0.017159999999999995,-136.8021589739309
30,ADAUSDT,2020-03-01,0.04561,-0.032146010298763183,0.04706,0.04831,0.04506,289344971.6,-0.06102209172017581,0.047108476788220624,0.05516714285714286,0.053607990101849454,-0.015850000000000003,-126.72170761176002
31,ADAUSDT,2020-03-02,0.04923,0.07637620304650028,0.04559,0.0498,0.04544,245027392.9,-0.16936502753908256,0.04876077753774372,0.05438428571428571,0.05302425808826953,-0.010959999999999998,-83.69708549745695
32,ADAUSDT,2020-03-03,0.04866,-0.011645856414732592,0.04922,0.04941,0.04743,210562458.0,-0.16012823034774293,0.04877656141423783,0.05337857142857143,0.052442357009833594,-0.014080000000000002,-67.87485692483772
33,ADAUSDT,2020-03-04,0.04898,0.006554714168645059,0.04868,0.05034,0.04789,212432446.7,-0.21031278472904757,0.04856109783070784,0.052779285714285716,0.05198070940852245,-0.008389999999999995,-52.54133036590465
34,ADAUSDT,2020-03-05,0.05096,0.03962895973988623,0.04898,0.05229,0.04898,239400269.0,-0.7830169273676582,0.04917828077186738,0.05226571428571429,0.05184461482071946,-0.007190000000000002,-24.42246210554032
35,ADAUSDT,2020-03-06,0.05174,0.01519016549397545,0.05096,0.05174,0.04982,166677789.3,-0.5987862510949746,0.047967071124394516,0.05178071428571429,0.05183066617795687,-0.006789999999999997,-12.889518413597523
36,ADAUSDT,2020-03-07,0.04879,-0.058705802930137274,0.05171,0.05186,0.04815,159048525.4,-0.6363759884092497,0.048846438976672436,0.051105000000000005,0.051425244020895954,-0.009460000000000003,-33.34704623992103
37,ADAUSDT,2020-03-08,0.04291,-0.12842047482431296,0.04876,0.04876,0.04232,338062171.8,-0.46586399217992547,0.0536332339651732,0.04978071428571429,0.05028987815144316,-0.01854,-138.31316578756852
38,ADAUSDT,2020-03-09,0.04156,-0.03196673277240647,0.04291,0.044,0.03895,453024388.7,-0.5395466314025921,0.053700902757073045,0.04853071428571428,0.049125894397917404,-0.0175,-215.9891924347043
39,ADAUSDT,2020-03-10,0.04146,-0.002409059223392962,0.04151,0.04299,0.04032,362267320.9,-0.4762944798978883,0.05313003995351363,0.04749,0.04810377514486175,-0.014570000000000007,-170.01813892726565
40,ADAUSDT,2020-03-11,0.03969,-0.04362984021265959,0.04145,0.04182,0.03729,370400639.3,-0.42031403884956386,0.053371506454052614,0.04681428571428571,0.046981938458880185,-0.009459999999999996,-162.9147567577762
41,ADAUSDT,2020-03-12,0.02329,-0.5330751828987244,0.0397,0.03983,0.02191,1182129732.4,0.2631236286190739,0.10776320170615494,0.04491642857142857,0.043823013331029496,-0.02657,-253.30208766426028
42,ADAUSDT,2020-03-13,0.02843,0.19942084176665897,0.02332,0.02938,0.01765,1313130187.5,0.03558848537157555,0.11432671488372305,0.043457857142857145,0.0417706115535589,-0.020419999999999997,-203.99749176986975
43,ADAUSDT,2020-03-14,0.02582,-0.09629554024441234,0.02844,0.0289,0.02529,381841598.4,0.1325626819026393,0.11475137791976209,0.04193785714285714,0.039643863346417715,-0.021280000000000004,-143.84394591736537
44,ADAUSDT,2020-03-15,0.02693,0.04209152140501127,0.02577,0.02904,0.02546,364886224.3,0.003706453464848547,0.11500542511613934,0.040603571428571426,0.037948681566895355,-0.01868,-111.56011016354213
45,ADAUSDT,2020-03-16,0.02423,-0.10564937199507307,0.02692,0.02697,0.02156,695930389.6,0.18828803884943124,0.11520195471517869,0.03881785714285715,0.03611952402464264,-0.025,-108.31953386253994
46,ADAUSDT,2020-03-17,0.02575,0.060843092281310795,0.02424,0.0265,0.02386,389737125.2,0.1604001816816214,0.11642269883561453,0.037181428571428574,0.03473692082135696,-0.022910000000000003,-83.17024252315606
47,ADAUSDT,2020-03-18,0.02607,0.01235060083566486,0.02573,0.02653,0.02428,302852175.1,0.12190868215218575,0.11666044540859596,0.035545,0.03358133137850937,-0.022910000000000003,-69.77229725321327
48,ADAUSDT,2020-03-19,0.0303,0.1503624845699134,0.02608,0.03198,0.0258,509780641.3,0.018313134419690957,0.12052258961824659,0.03406928571428571,0.033143820528041455,-0.020659999999999998,-36.85326612697927
49,ADAUSDT,2020-03-20,0.02946,-0.028114301480839377,0.03029,0.03396,0.02659,685475524.7,-0.021963820463108075,0.11989670095609556,0.03247785714285714,0.03265264445763593,-0.02228,-24.390827493591974
50,ADAUSDT,2020-03-21,0.02948,0.0006786562866514245,0.02945,0.03067,0.0279,373674370.3,0.009117064670502995,0.11978775468842592,0.031098571428571427,0.03222962519661781,-0.01931,-21.990234618391142
51,ADAUSDT,2020-03-22,0.02703,-0.0867647070327795,0.02945,0.03044,0.02679,320971901.9,0.037397714385958736,0.12021466305031453,0.029964285714285714,0.03153634183706877,-0.01588,-29.80570483670938
52,ADAUSDT,2020-03-23,0.02925,0.07893221338950962,0.02704,0.02993,0.0266,352778439.1,0.013582551765868534,0.12168097020555152,0.029085,0.031231496258792936,-0.012309999999999998,-12.386320781478926
53,ADAUSDT,2020-03-24,0.03023,0.03295523511350096,0.02923,0.03041,0.02874,283748059.1,0.007251185364539392,0.12129343811838614,0.02828285714285714,0.031097963424287212,-0.011229999999999997,40.14162168436957
54,ADAUSDT,2020-03-25,0.02945,-0.026140898693770787,0.03025,0.03043,0.02872,251249333.7,0.050325083887515554,0.1212569528729374,0.02755142857142857,0.030878234967715586,-0.010240000000000003,74.22224021811007
55,ADAUSDT,2020-03-26,0.03086,0.046766936837418616,0.02947,0.03102,0.02923,211454985.4,0.032518006986999914,0.12178143294170819,0.02809214285714286,0.030875803638686843,0.007569999999999997,94.68471525709175
56,ADAUSDT,2020-03-27,0.02882,-0.06839125636363841,0.03085,0.03143,0.02828,255624968.4,0.11430718926503092,0.1203391160501429,0.02812,0.03060169648686193,0.000389999999999998,56.14721467204795
57,ADAUSDT,2020-03-28,0.02975,0.031759541420262494,0.02882,0.02998,0.0278,289141133.0,0.08656309725557332,0.12054134673459037,0.028400714285714283,0.03048813695528034,0.0039299999999999995,37.25138231074773
58,ADAUSDT,2020-03-29,0.02806,-0.05848405731732376,0.02979,0.02999,0.02803,189145475.1,0.12826093511648384,0.120776341637111,0.02848142857142857,0.03016438536124296,0.0011300000000000025,12.904816955684222
59,ADAUSDT,2020-03-30,0.02965,0.05511705076941942,0.02808,0.03044,0.02801,224863601.5,0.19183211799026445,0.1214614560188698,0.02886857142857143,0.030095800646410566,0.005419999999999998,36.89357378714753
60,ADAUSDT,2020-03-31,0.03045,0.026623868712171816,0.02965,0.03067,0.0295,166957955.0,0.14637953510237134,0.12165628480967844,0.029204285714285714,0.03014302722688916,0.004700000000000003,92.64765548020678
61,ADAUSDT,2020-04-01,0.03097,0.016932999829205375,0.03045,0.03097,0.02942,245444045.6,0.1612750176389568,0.12062220162920667,0.02955428571428571,0.03025329026330394,0.004900000000000002,127.47353888633214
62,ADAUSDT,2020-04-02,0.03188,0.028959859936902976,0.03097,0.03352,0.0307,297957908.5,0.12348264099343309,0.1208938706445213,0.029667142857142857,0.030470184894863417,0.001579999999999998,225.12959206671195
63,ADAUSDT,2020-04-03,0.03231,0.013397925914392594,0.03187,0.03272,0.03156,212823616.2,0.027474255552248472,0.12094062565954522,0.029870714285714285,0.030715493575548296,0.0028499999999999984,179.46788497715687
64,ADAUSDT,2020-04-04,0.03244,0.004015449410804894,0.03231,0.03272,0.0317,185229786.8,0.03006147118479552,0.12057163273574689,0.030082142857142856,0.03094542776547519,0.0029599999999999974,142.50438652800975
65,ADAUSDT,2020-04-05,0.0319,-0.01678621945641323,0.03244,0.03256,0.03159,103731278.3,0.04804350543243663,0.12043630262432137,0.030429999999999995,0.031072704063411834,0.004869999999999999,106.06194504060929
66,ADAUSDT,2020-04-06,0.03592,0.11868823364320003,0.03191,0.03611,0.0319,350807966.8,-0.08145889187484379,0.12260860615231023,0.030906428571428567,0.03171901018829026,0.006669999999999999,191.91757259990283
67,ADAUSDT,2020-04-07,0.03525,-0.018828714175721295,0.03591,0.03695,0.0345,338110789.5,-0.062328199741218615,0.12058091522075635,0.031265,0.032189808829851556,0.005019999999999997,173.86906434391662
68,ADAUSDT,2020-04-08,0.03639,0.03182848236579083,0.03528,0.03683,0.03522,220316016.7,-0.13325662960589568,0.12067979657093993,0.03176071428571429,0.03274983431920468,0.006939999999999998,155.85607737070748
69,ADAUSDT,2020-04-09,0.03607,-0.00883251670862073,0.03638,0.0366,0.03518,158350204.8,-0.04566226381566407,0.12068178907528639,0.032132857142857144,0.03319252307664406,0.005209999999999999,124.83749055177644
70,ADAUSDT,2020-04-10,0.03321,-0.08261045952679202,0.03609,0.0362,0.03215,297588582.1,0.03287723923110608,0.12132417273571133,0.03244642857142857,0.03319485333309152,0.004390000000000005,49.02574865681754
71,ADAUSDT,2020-04-11,0.03343,0.006602665043351941,0.03322,0.0341,0.03261,169064114.5,0.0889538505178531,0.06934328362084637,0.03270928571428571,0.03322620622201265,0.0036800000000000027,25.479483633010513
72,ADAUSDT,2020-04-12,0.03347,0.0011958147912278783,0.03341,0.03489,0.0329,160185105.5,0.058601451435169594,0.059638427020505924,0.033095714285714284,0.033258712059077634,0.005409999999999998,28.823000898472493
73,ADAUSDT,2020-04-13,0.03311,-0.01081416366408039,0.03345,0.03353,0.03189,235859753.6,0.02387460457839241,0.05657341888983511,0.03334285714285714,0.03323888378453395,0.0034600000000000013,-17.32267001202209
74,ADAUSDT,2020-04-14,0.03312,0.00030197795790387616,0.03311,0.03376,0.03268,133269260.5,0.041980743201473825,0.056225842129678336,0.033533571428571426,0.03322303261326276,0.0026699999999999953,-13.380560870089958
75,ADAUSDT,2020-04-15,0.03185,-0.039099947498886234,0.03311,0.0337,0.03177,132455165.6,0.14010315778775695,0.05284345142932908,0.03359642857142857,0.03303996159816106,0.0008800000000000023,-64.35910584392123
76,ADAUSDT,2020-04-16,0.03446,0.07876184908161088,0.03184,0.035,0.03089,322667204.9,0.17084171479566557,0.05354491208598792,0.03378071428571428,0.03322930005173959,0.002579999999999999,-14.680101581060306
77,ADAUSDT,2020-04-17,0.03432,-0.00407095648002187,0.03445,0.03494,0.03403,127554039.6,0.19357309399308997,0.05360091819070278,0.03392428571428571,0.033374726711507645,0.002010000000000005,36.02558381674867
78,ADAUSDT,2020-04-18,0.03654,0.06267927633009895,0.03432,0.037,0.03431,171038904.3,0.1444864914703139,0.0477021736673347,0.034217142857142856,0.03379676314997329,0.004100000000000006,107.08628595248045
79,ADAUSDT,2020-04-19,0.03549,-0.029156584291455623,0.03657,0.03675,0.03506,207612256.7,0.2578675316792971,0.04772843145318386,0.03447357142857143,0.03402252806331019,0.003590000000000003,83.07604345340188
80,ADAUSDT,2020-04-20,0.03391,-0.04554101052085757,0.03549,0.0366,0.03382,276214656.0,0.31531215640610855,0.04865012336649448,0.034330000000000006,0.0340075243215355,-0.002009999999999998,22.87414965986379
81,ADAUSDT,2020-04-21,0.03454,0.01840811658098529,0.0339,0.035,0.0337,167833883.3,0.30355143215959224,0.04552325513881345,0.034279285714285714,0.0340785210786641,-0.0007099999999999954,6.639131099893158
82,ADAUSDT,2020-04-22,0.03664,0.05902246708739689,0.03451,0.03668,0.03436,130950861.4,0.3396642670476684,0.04459171066884277,0.03429714285714286,0.034420051601508884,0.0002500000000000002,104.7174217655301
83,ADAUSDT,2020-04-23,0.04088,0.1095004060895195,0.03663,0.04257,0.03644,531657372.7,0.15050972915894034,0.04814621260052205,0.03464071428571429,0.03528137805464104,0.004810000000000002,265.7133266196706
84,ADAUSDT,2020-04-24,0.04165,0.018660422717402536,0.04086,0.04473,0.04084,503750365.0,0.20075799930139304,0.04767715220902575,0.03524357142857143,0.03613052764735557,0.008439999999999996,240.01628885570804
85,ADAUSDT,2020-04-25,0.04222,0.013592673807322875,0.04165,0.04358,0.04102,205580959.0,0.18696888113630283,0.047214736004186256,0.03587142857142857,0.03694245729437483,0.00879,173.32016894300915
86,ADAUSDT,2020-04-26,0.04593,0.08422445591752759,0.04222,0.04616,0.04185,409361864.3,0.06429355318631957,0.046645666809163516,0.03676142857142857,0.03814079632179152,0.012459999999999999,164.07395844173865
87,ADAUSDT,2020-04-27,0.04648,0.011903614205953872,0.04594,0.04765,0.04415,477381231.7,0.061333088016807924,0.04654828289531107,0.037716428571428574,0.03925269014555265,0.01337,144.27166343599674
88,ADAUSDT,2020-04-28,0.04679,0.006647392334468982,0.04646,0.0481,0.04595,323250547.9,0.055292553190596117,0.044481892042780746,0.03869285714285714,0.0402576647928123,0.013670000000000002,126.11233457719058
89,ADAUSDT,2020-04-29,0.05146,0.09513530197547304,0.04679,0.052,0.04678,514603520.0,-0.05123193026304351,0.04622875030466811,0.04009357142857143,0.041751309487103996,0.019609999999999995,141.76878783404715
90,ADAUSDT,2020-04-30,0.04752,-0.07965413179920855,0.05148,0.05439,0.04701,776031320.1,0.07517462289672139,0.04952938742890348,0.041026428571428575,0.0425204682221568,0.013060000000000002,114.42542787286055
91,ADAUSDT,2020-05-01,0.05091,0.06890869285985524,0.04751,0.05187,0.04744,348040876.5,0.021376639870736458,0.05050473144470455,0.04221142857142857,0.04363907245920256,0.016589999999999994,104.87028028723655
92,ADAUSDT,2020-05-02,0.0509,-0.0001964443577673336,0.05092,0.05147,0.04941,241926532.4,0.010747538723581584,0.050538569035151,0.043237142857142856,0.04460719613130888,0.014359999999999998,96.20648479838339
93,ADAUSDT,2020-05-03,0.04898,-0.038450872032455674,0.05095,0.05169,0.04754,302715186.4,-0.029630262532622353,0.05149385595391271,0.04420071428571428,0.04519023664713437,0.013490000000000002,71.32832354645466
94,ADAUSDT,2020-05-04,0.04942,0.008943149036442222,0.04897,0.05027,0.04612,485261752.5,-0.033538787970397,0.05146919814695596,0.04530857142857143,0.04575420509418312,0.015509999999999996,53.403629028108
95,ADAUSDT,2020-05-05,0.04945,0.0006068575082571748,0.04943,0.0506,0.04867,277355071.7,0.019624178019912897,0.051207373109691375,0.046373571428571424,0.046246977748292034,0.01491,62.13706933877662
96,ADAUSDT,2020-05-06,0.04889,-0.011389181478166588,0.04949,0.05119,0.04863,263316401.3,0.05142623707410898,0.047460988357102545,0.047248571428571425,0.046599380715186434,0.012250000000000004,55.55012755794413
97,ADAUSDT,2020-05-07,0.05123,0.04675242136055635,0.0489,0.05158,0.04826,301296887.8,-0.004891899003141464,0.04758437338342955,0.047987857142857145,0.04721679661982824,0.010349999999999998,68.0569162584557
98,ADAUSDT,2020-05-08,0.05201,0.015110709833870306,0.05121,0.05376,0.05088,338982968.3,-0.034226475669535183,0.04744744597416385,0.04872785714285714,0.047855890403851145,0.010360000000000001,118.41709265529221
99,ADAUSDT,2020-05-09,0.05145,-0.010825545504922207,0.05201,0.05308,0.05121,229723152.6,-0.008784829555733342,0.04747886767142414,0.04938714285714286,0.048335105016670994,0.009230000000000002,114.75291447436311
100,ADAUSDT,2020-05-10,0.04755,-0.07882867328865961,0.05145,0.05156,0.0425,632824777.9,0.07571401240977771,0.047223788034182264,0.04950285714285714,0.04823042434778153,0.0016200000000000034,-116.5245033112583
101,ADAUSDT,2020-05-11,0.04779,0.005034623598667576,0.04758,0.05,0.04485,535212969.0,0.12844419140813468,0.04723079432447019,0.049596428571428576,0.048171701101410655,0.0013099999999999987,-116.16310924535412
102,ADAUSDT,2020-05-12,0.05043,0.05376982349856707,0.04778,0.05118,0.04772,371485429.0,0.11842178109400114,0.047791496533600576,0.04985642857142857,0.048472807621222566,0.0036400000000000043,1.6002639610657854
103,ADAUSDT,2020-05-13,0.05147,0.020412877576029498,0.05043,0.05227,0.0496,277659878.4,0.10012046509789263,0.04757955764284916,0.04985714285714286,0.048872433271726225,1.0000000000003062e-05,82.18019780458597
104,ADAUSDT,2020-05-14,0.05098,-0.009565714716694096,0.05147,0.052,0.05039,275887080.3,0.021155568226838284,0.0477164754130537,0.05010428571428571,0.049153442168829393,0.003459999999999998,70.68307170131553
105,ADAUSDT,2020-05-15,0.05026,-0.014223866832523413,0.05098,0.05197,0.04951,254093483.6,0.10384723433682241,0.046965365158188895,0.05005785714285714,0.049300983212985476,-0.0006499999999999978,35.12809973968995
106,ADAUSDT,2020-05-16,0.051,0.014616100608879634,0.05031,0.05141,0.04989,161901812.7,0.07368771579115929,0.045406376875129495,0.050065000000000005,0.049527518784587415,9.999999999999593e-05,44.679408973837376
107,ADAUSDT,2020-05-17,0.05129,0.005670168676851439,0.051,0.05225,0.05089,132874193.6,-0.000780183382659505,0.04531432851448649,0.05023,0.049762516279975764,0.0023099999999999996,73.87669801462967
108,ADAUSDT,2020-05-18,0.05434,0.057764802597024545,0.05128,0.055,0.05113,359909268.8,-0.008130126083250033,0.04513854920007079,0.05058142857142857,0.05037284744264566,0.004920000000000001,158.81234302117028
109,ADAUSDT,2020-05-19,0.05677,0.04374741318443354,0.05433,0.057,0.05255,294210864.5,-0.05839222028887736,0.044738674860037644,0.05110428571428571,0.051225801116959575,0.00732,202.11909302818404
110,ADAUSDT,2020-05-20,0.05689,0.002111561579920984,0.05675,0.0576,0.05382,327189992.8,-0.031425546160964046,0.043314154134350295,0.05167571428571428,0.0519810276346983,0.008,177.59675692213503
111,ADAUSDT,2020-05-21,0.05207,-0.08853061158774844,0.05686,0.0576,0.05023,410702686.8,0.2221059477009515,0.04742097540695686,0.05173571428571428,0.05199289061673853,0.0008400000000000005,61.85963114754083
112,ADAUSDT,2020-05-22,0.05576,0.06846779927746072,0.0521,0.057,0.05133,358164957.6,0.14854986360362554,0.04776251001480375,0.05200357142857143,0.05249517186784006,0.0037499999999999964,95.22285286870853
113,ADAUSDT,2020-05-23,0.0549,-0.015543417936783488,0.05576,0.05648,0.0542,204914013.2,0.3371225585534776,0.04448442290364253,0.052250000000000005,0.05281581561879472,0.0034499999999999947,91.78640965732073
114,ADAUSDT,2020-05-24,0.05125,-0.06879773049696736,0.0549,0.05616,0.0512,246978557.4,0.36599720993563833,0.046696478120018564,0.052514285714285715,0.052607040202955424,0.003699999999999995,15.565617864468532
115,ADAUSDT,2020-05-25,0.0539,0.05041485989643402,0.05129,0.05434,0.05102,282415963.3,0.40645410559265915,0.047357339110256094,0.05295071428571429,0.05277943484256137,0.006110000000000004,11.770441007559413
116,ADAUSDT,2020-05-26,0.05355,-0.006514681021193791,0.05394,0.05417,0.05189,218137958.8,0.3852814558502402,0.045177997421700665,0.05317357142857143,0.05288217686355319,0.0031199999999999978,7.808100498158982
117,ADAUSDT,2020-05-27,0.05513,0.0290782357078343,0.05356,0.05595,0.05302,270628151.1,0.43975757838707885,0.045375352968322166,0.053435,0.05318188661507943,0.0036599999999999966,66.5096719932715
118,ADAUSDT,2020-05-28,0.06502,0.1650008822741671,0.05512,0.06766,0.05487,714718749.9,0.31191693498819717,0.053900365674384436,0.05443785714285714,0.05476030173306884,0.014039999999999997,279.70085470085445
119,ADAUSDT,2020-05-29,0.06469,-0.00508828481986523,0.06495,0.06667,0.06252,591929034.2,0.27504262909709576,0.051558797929136806,0.05546857142857143,0.05608426150199299,0.014429999999999998,242.08359817185752
120,ADAUSDT,2020-05-30,0.07691,0.17302927701306858,0.06469,0.07748,0.06373,1038874975.1,0.11333797255700206,0.057145530447128716,0.05731928571428572,0.0588610266350606,0.02591000000000001,250.8173651181293
121,ADAUSDT,2020-05-31,0.0739,-0.03992307911480664,0.07688,0.0865,0.072,1611428374.3,0.15824050727352645,0.057128639794723074,0.05893428571428572,0.06086622308371919,0.02260999999999999,204.56691466887105
122,ADAUSDT,2020-06-01,0.08093,0.09087175555345484,0.07391,0.08306,0.07347,1059683218.6,0.06632858982334211,0.0588292369661134,0.060833571428571424,0.0635413933392233,0.026590000000000003,160.43134026486172
123,ADAUSDT,2020-06-02,0.07872,-0.02768733076361274,0.08096,0.08248,0.0708,807890970.3,0.05185842938412932,0.058521142359146454,0.062401428571428566,0.0655652075606602,0.021949999999999997,115.5064792007711
124,ADAUSDT,2020-06-03,0.08558,0.08355435824467294,0.07872,0.0861,0.07707,746675602.9,-0.023408090898014766,0.05979062927645029,0.06445071428571428,0.06823384655257217,0.02869,125.10160561407268
125,ADAUSDT,2020-06-04,0.08882,0.03716023887528541,0.08558,0.09039,0.08342,876595811.4,-0.16553020081751546,0.059790020267298336,0.06707571428571428,0.07097866701222921,0.03675,124.93422893926663
126,ADAUSDT,2020-06-05,0.08517,-0.04196259071096664,0.08882,0.08914,0.08393,480984869.2,-0.06914384146937369,0.060590264482815376,0.06917642857142857,0.07287084474393199,0.02941,98.09118913128816
127,ADAUSDT,2020-06-06,0.08614,0.011324620472974889,0.08519,0.0873,0.08475,274342754.6,-0.08576682175742478,0.0603655113568961,0.07140785714285715,0.07464006544474105,0.031239999999999997,85.78280506814828
128,ADAUSDT,2020-06-07,0.08657,0.004979455601717753,0.08616,0.08867,0.0825,470802696.7,-0.1247088932089282,0.06040663167392584,0.0739307142857143,0.07623072338544225,0.03532,76.9743385513995
129,ADAUSDT,2020-06-08,0.08648,-0.0010401618967295079,0.08655,0.08695,0.08458,216779869.4,-0.10013214760439082,0.0602775714275127,0.07625785714285714,0.07759729360071661,0.03258,70.92701250274187
130,ADAUSDT,2020-06-09,0.08291,-0.042157491202825526,0.08649,0.08678,0.08284,228581184.8,-0.045148269370737015,0.058609487411936195,0.078355,0.0783056544539544,0.029359999999999997,53.76021989425991
